ACQUISITION_COST,ADDRESS_HOME_CITY,ADDRESS_HOME_COUNTRY,ADDRESS_HOME_POSTAL_CODE,ADDRESS_HOME_STATE,ADDRESS_LAST_CHANGED_DATE,ADDRESS_MAILING_CITY,ADDRESS_MAILING_COUNTRY,ADDRESS_MAILING_POSTAL_CODE,ADDRESS_MAILING_STATE,ADDRESS_WORK_CITY,ADDRESS_WORK_COUNTRY,ADDRESS_WORK_POSTAL_CODE,ADDRESS_WORK_STATE,ADVERTISING_INDICATOR,AGE_RANGE,AGGREGATION_OPT_IN_INDICATOR,ANNUAL_INCOME,ATTACHMENT_ALLOWED_INDICATOR,BIRTH_YEAR,CONTACT_PREFERENCE,CREDIT_AUTHORITY_LEVEL,CREDIT_SCORE,CREDIT_UTILIZATION,CURRENT_EMPLOYMENT_START_DATE,CUSTOMER_BEHAVIOR,CUSTOMER_ID,DATE_FIRST_ACCOUNT_OPENED,DATE_LAST_ACCOUNT_OPENED,DEATH_YEAR,DEBT_SERVICE_COVERAGE_RATIO,EDUCATION_LEVEL,EFFECTIVE_DATE,EMPLOYMENT_STATUS,FAMILY_SIZE,GENDER,GEOGRAPHIC_AREA_HOME,GEOGRAPHIC_AREA_MAILING,GEOGRAPHIC_AREA_WORK,HEAD_OF_HOUSEHOLD_INDICATOR,HOME_OWNER_INDICATOR,HOUSEHOLD_ID,IMPORTANCE_LEVEL_CODE,INFLUENCE_SCORE,INTERNET_BANKING_INDICATOR,LIFE_CYCLE_STATUS_CHANGE_REASON,LIFE_CYCLE_STATUS_CODE,LOYALTY_RATING_CODE,MARITAL_STATUS,MARKET_GROUP,METRIC_BEHAVIOR_PROFILE,METRIC_BEHAVIOR_PROFILE_2,METRIC_BEHAVIOR_PROFILE_3,METRIC_BEHAVIOR_PROFILE_4,METRIC_BEHAVIOR_PROFILE_5,METRIC_COMMUNICATION_STYLE,METRIC_FINANCIAL_KNOWLEDGE_RATING,METRIC_LATEST_TONE,METRIC_NET_PROMOTER_SCORE,METRIC_PERSONALITY_TYPE,METRIC_SATISFACTION_LEVEL,METRIC_STRENGTH_OF_RELATIONSHIP,METRIC_TECH_SAVY,MONTHLY_HOUSING_COST,MONTHLY_NET_INCOME,NUMBER_OF_DEPENDENT_ADULTS,NUMBER_OF_DEPENDENT_CHILDREN,OLDEST_DEPENDENT_ADULT_BIRTH_YEAR,OLDEST_DEPENDENT_CHILD_BIRTH_YEAR,PERSONAL_INTEREST_TOPIC_1,PERSONAL_INTEREST_TOPIC_2,PREFERRED_COMMUNICATION_FORM,PRIMARY_ADVISOR_ID,PRIMARY_ADVISOR_ORGANIZATION_ID,PRIMARY_BRANCH_PROXIMITY,PRIMARY_SPOKEN_LANGUAGE,PRIMARY_WRITTEN_LANGUAGE,PROFESSION,PURSUIT,RECORDED_VOICE_SAMPLE_ID,REFERRALS_VALUE_CODE,RELATIONSHIP_START_DATE,RETIREMENT_AGE,SATISFACTION_RATING_FROM_SURVEY,SECONDARY_ADVISOR_ID,SECONDARY_ADVISOR_ORGANIZATION_ID,SPECIAL_TERMS_INDICATOR,STATUS,STATUS_DATE,STATUS_REASON,URBAN_CODE,USER_DEFINED_BOOLEAN_1,USER_DEFINED_BOOLEAN_2,USER_DEFINED_BOOLEAN_3,USER_DEFINED_BOOLEAN_4,USER_DEFINED_BOOLEAN_5,USER_DEFINED_DATE_1,USER_DEFINED_DATE_2,USER_DEFINED_DATE_3,USER_DEFINED_DATE_4,USER_DEFINED_DATE_5,USER_DEFINED_INTEGER_1,USER_DEFINED_INTEGER_2,USER_DEFINED_INTEGER_3,USER_DEFINED_INTEGER_4,USER_DEFINED_INTEGER_5,USER_DEFINED_NUMERIC_1,USER_DEFINED_NUMERIC_2,USER_DEFINED_NUMERIC_3,USER_DEFINED_NUMERIC_4,USER_DEFINED_NUMERIC_5,USER_DEFINED_STRING_1,USER_DEFINED_STRING_2,USER_DEFINED_STRING_3,USER_DEFINED_STRING_4,USER_DEFINED_STRING_5,WALLET_SHARE_PERCENTAGE,YOUNGEST_DEPENDENT_ADULT_BIRTH_YEAR,YOUNGEST_DEPENDENT_CHILD_BIRTH_YEAR
96.29559642281023,Coruscant,USA,B1Z,Georgia,2014-12-30,Coruscant,USA,B1Z,Georgia,Coruscant,USA,B1Z,Georgia,True,30 to 40,True,68055.0,True,1985,phone,High,680.137300715862,0.5954605209764786,2014-08-16,Conserviti,1364,2016-09-12,2016-09-12,,1.0,College,2016-09-12,Employed,3,Male,USA Georgia,USA Georgia,USA Georgia,True,TRUE,1364,Low priority,64628,True,,,55344,Married,Accumulating,,,,,,,,,,,,,,1020.8249999999999,3402.75,0,1,,,,,Email,1002,,704.3525139738331,English,English,Physician,Capital Acquisition,119448,High,2016-09-12,67,satisfied,138476,45921,False,Active,2016-09-12,,City,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
30.00723388863268,Smallville,USA,P0J,Virginia,2015-04-30,Smallville,USA,P0J,Virginia,Smallville,USA,P0J,Virginia,True,65 and over,True,117968.0,True,1949,phone,Very Low,708.8651421267579,0.01381150764894,2015-05-24,Growth,1365,2017-09-17,2017-09-17,,1.0,PhD,2017-09-17,Retired,1,Female,USA Virginia,USA Virginia,USA Virginia,True,FALSE,1365,High priority,121061,False,,,85655,Single,Accumulating,,,,,,,,,,,,,,1769.5200000000002,5898.400000000001,0,0,,,,,In Person,1014,,246.23257345529842,English,English,Professor,Increase Net Worth,45228,Low,2017-09-17,67,very satisfied,144944,97141,True,Active,2017-09-17,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,17,,
48.09701573509407,Coruscant,USA,G1P,Vermont,2015-06-02,Coruscant,USA,G1P,Vermont,Coruscant,USA,G1P,Vermont,True,40 to 55,True,60365.0,True,1971,email,High,705.5477930238698,0.9629000320729812,2016-10-11,Moderate,1366,2017-07-04,2017-07-04,,1.0,College,2017-07-04,Employed,4,Male,USA Vermont,USA Vermont,USA Vermont,False,TRUE,1366,Low priority,124254,True,,,103826,Married,Accumulating,,,,,,,,,,,,,,905.475,3018.25,0,2,,,,,Email,1017,,74.0928146599159,English,English,Physician,Capital Acquisition,83108,Medium,2017-07-04,67,satisfied,49134,90789,True,Active,2017-07-04,,City,,,,,,,,,,,,,,,,,,,,,,,,,,54,,
59.460199213255095,Pallet Town,USA,B1Z,Mississippi,2016-11-14,Pallet Town,USA,B1Z,Mississippi,Pallet Town,USA,B1Z,Mississippi,True,30 to 40,True,79496.25,True,1986,none,High,674.699200634236,0.10513809579319155,2017-10-21,Conserviti,1367,2016-01-05,2016-01-05,,1.0,High School,2018-01-04,Unemployed,2,Female,USA Mississippi,USA Mississippi,USA Mississippi,True,TRUE,1367,Low priority,68289,False,,,53704,Divorced,Accumulating,,,,,,,,,,,,,,1192.44375,3974.8125,0,1,,,,,Email,,1058,3.8299779196872463,English,English,Lawyer,Education Planning,127994,Very High,2016-01-05,67,neutral,47877,72967,False,Inactive,2018-01-04,,City,,,,,,,,,,,,,,,,,,,,,,,,,,42,,
72.42701114223199,Smallville,Canada,Q4L,NS,2017-10-30,Smallville,Canada,Q4L,NS,Smallville,Canada,Q4L,NS,True,40 to 55,True,119461.25,True,1966,mail,Low,762.1595807529487,0.45555792087775326,2016-06-29,Growth,1368,2016-08-14,2016-08-14,,1.0,University,2018-08-14,Employed,4,Female,Canada NS Nova Scotia,Canada NS Nova Scotia,Canada NS Nova Scotia,True,TRUE,1368,High priority,63269,False,,,138281,Married,Accumulating,,,,,,,,,,,,,,1791.91875,5973.0625,0,2,,,,,Email,1011,,706.6677185538449,English,English,Accountant,Estate Planning,106809,Very High,2016-08-14,67,satisfied,49525,83625,False,Inactive,2018-08-14,,City,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
28.70414925852669,Central City,USA,A1Z,South,2016-07-25,Central City,USA,A1Z,South,Central City,USA,A1Z,South,True,23 to 30,True,62592.5,True,1989,email,Very High,742.3712966458818,0.06384206371454028,2017-10-30,Conserviti,1369,2016-06-08,2016-06-08,,1.0,High School,2018-06-08,Unemployed,2,Female,USA South Carolina,USA South Carolina,USA South Carolina,False,TRUE,1369,Low priority,81706,False,,,123026,Divorced,Starting,,,,,,,,,,,,,,938.8874999999999,3129.625,0,1,,,,,Email,,1232,225.25430006427587,English,English,Trades person,Education Planning,91455,Very High,2016-06-08,67,neutral,108205,51474,False,Inactive,2018-06-08,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
2.600322982249445,Smallville,USA,P0J,Georgia,2015-09-05,Smallville,USA,P0J,Georgia,Smallville,USA,P0J,Georgia,True,65 and over,True,111229.0,True,1950,phone,Very Low,728.4469979772554,0.640757635379076,2016-11-09,Growth,1370,2018-08-27,2018-08-27,,1.0,PhD,2018-08-27,Retired,1,Female,USA Georgia,USA Georgia,USA Georgia,True,TRUE,1370,High priority,140705,True,,,91824,Single,Accumulating,,,,,,,,,,,,,,1668.435,5561.45,0,0,,,,,In Person,1008,,127.8165924520147,English,English,Professor,Increase Net Worth,116296,Low,2018-08-27,67,very satisfied,138063,56385,False,Active,2018-08-27,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
78.89013471194755,Zion,USA,K0K,Rhode,2015-11-10,Zion,USA,K0K,Rhode,Zion,USA,K0K,Rhode,True,65 and over,True,127258.0,True,1937,none,Very High,704.3557992683023,0.7112579934393902,2014-08-07,Aggressive,1371,2016-06-30,2016-06-30,,1.0,Professional,2016-06-30,Selfemployed,1,Female,USA Rhode Island,USA Rhode Island,USA Rhode Island,True,FALSE,1371,Normal priority,80572,True,,,84078,Divorced,Spending,,,,,,,,,,,,,,1908.8700000000001,6362.900000000001,0,0,,,,,In Person,1010,,152.84392722969932,English,English,Software Developer,Retirement Planning,76224,Very High,2016-06-30,67,very satisfied,78349,54649,True,Active,2016-06-30,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,63,,
9.909320969972507,Smallville,USA,K0K,Arizona,2014-08-04,Smallville,USA,K0K,Arizona,Smallville,USA,K0K,Arizona,True,65 and over,True,114568.0,True,1941,phone,Very High,797.4449106953406,0.3057729863357064,2015-07-26,Aggressive,1372,2016-12-26,2016-12-26,,1.0,Professional,2016-12-26,Retired,1,Female,USA Arizona,USA Arizona,USA Arizona,True,FALSE,1372,Normal priority,115438,True,,,59222,Single,Spending,,,,,,,,,,,,,,1718.5200000000002,5728.400000000001,0,0,,,,,In Person,1002,,935.3026343349246,English,English,Professor,Increase Net Worth,58274,Low,2016-12-26,67,very satisfied,86132,57596,True,Active,2016-12-26,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,5,,
68.71569683193437,Metropolis,USA,A1Z,Arkansas,2015-03-30,Metropolis,USA,A1Z,Arkansas,Metropolis,USA,A1Z,Arkansas,True,65 and over,True,47754.0,True,1994,email,Very High,793.4576895826074,0.550322466275257,2015-04-16,Conserviti,1373,2016-07-02,2016-07-02,,1.0,High School,2016-07-02,Unemployed,3,Male,USA Arkansas,USA Arkansas,USA Arkansas,True,TRUE,1373,Low priority,80447,True,,,135631,Married,Starting,,,,,,,,,,,,,,716.31,2387.7,0,1,,,,,Email,1018,,19.514149374318908,English,English,Trades person,Education Planning,122839,Very High,2016-07-02,67,dissatisfied,112381,93355,True,Active,2016-07-02,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,35,,
97.21038524838374,Emerald City,USA,B1Z,Hawaii,2016-05-30,Emerald City,USA,B1Z,Hawaii,Emerald City,USA,B1Z,Hawaii,True,30 to 40,True,76212.5,True,1978,mail,High,724.4182030452827,0.12463930266539269,2017-06-27,Moderate,1374,2016-03-12,2016-03-12,,1.0,College,2018-03-12,Employed,2,Female,USA Hawaii,USA Hawaii,USA Hawaii,True,TRUE,1374,Low priority,84501,False,,,67419,Single,Accumulating,,,,,,,,,,,,,,1143.1875,3810.625,0,1,,,,,Email,1013,,109.5414477035802,English,English,Lawyer,Capital Acquisition,100973,High,2016-03-12,67,neutral,51649,122123,True,Inactive,2018-03-12,,City,,,,,,,,,,,,,,,,,,,,,,,,,,58,,
14.728938263497248,Coruscant,USA,G1P,Utah,2016-11-17,Coruscant,USA,G1P,Utah,Coruscant,USA,G1P,Utah,True,40 to 55,True,58967.0,True,1974,phone,High,742.9028630023397,0.9494398077892109,2017-11-27,Moderate,1375,2018-01-02,2018-01-02,,1.0,College,2018-01-02,Employed,4,Male,USA Utah,USA Utah,USA Utah,True,TRUE,1375,Low priority,107588,False,,,139462,Married,Accumulating,,,,,,,,,,,,,,884.505,2948.35,0,2,,,,,Email,1000,,617.8795077065957,English,English,Physician,Capital Acquisition,114781,Medium,2018-01-02,67,satisfied,100024,135788,True,Active,2018-01-02,,City,,,,,,,,,,,,,,,,,,,,,,,,,,53,,
35.47918182164486,Castle Rock,USA,K0K,Kentucky,2015-08-18,Castle Rock,USA,K0K,Kentucky,Castle Rock,USA,K0K,Kentucky,True,65 and over,True,127337.0,True,1934,phone,Very High,704.2091127047365,0.15312740119047935,2015-04-13,Aggressive,1376,2017-11-29,2017-11-29,,1.0,Professional,2017-11-29,Selfemployed,1,Female,USA Kentucky,USA Kentucky,USA Kentucky,True,FALSE,1376,Normal priority,58902,True,,,82781,Divorced,Gifting,,,,,,,,,,,,,,1910.0549999999998,6366.849999999999,0,0,,,,,In Person,,1503,46.84582302519877,English,English,Software Developer,Retirement Planning,130263,Very High,2017-11-29,67,very satisfied,143529,143289,True,Active,2017-11-29,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
78.20872532465015,Los Santos,USA,K0K,Colorado,2016-10-24,Los Santos,USA,K0K,Colorado,Los Santos,USA,K0K,Colorado,True,65 and over,True,86148.0,True,1938,mail,Very Low,796.3805913539853,0.6784102685287813,2016-10-03,Growth,1377,2017-08-28,2017-08-28,,1.0,Professional,2017-08-28,Retired,1,Female,USA Colorado,USA Colorado,USA Colorado,True,TRUE,1377,Normal priority,143784,False,,,86828,Divorced,Accumulating,,,,,,,,,,,,,,1292.2199999999998,4307.4,0,0,,,,,In Person,,1960,553.7659452439365,English,English,Professor,Increase Net Worth,99478,Low,2017-08-28,67,very satisfied,72198,64500,True,Active,2017-08-28,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,21,,
85.85673060058585,Bedrock,USA,P0J,Minnesota,2015-06-07,Bedrock,USA,P0J,Minnesota,Bedrock,USA,P0J,Minnesota,True,65 and over,True,129312.0,True,1947,email,Very High,694.6126710946423,0.8830997002453358,2016-10-01,Aggressive,1378,2018-01-17,2018-01-17,,1.0,PhD,2018-01-17,Retired,1,Female,USA Minnesota,USA Minnesota,USA Minnesota,False,FALSE,1378,Normal priority,90358,True,,,130330,Single,Spending,,,,,,,,,,,,,,1939.6799999999998,6465.599999999999,0,0,,,,,In Person,,1107,375.58803849848954,English,English,Professor,Increase Net Worth,105958,Very High,2018-01-17,67,very satisfied,127253,117940,False,Active,2018-01-17,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,57,,
5.171362649152974,Metropolis,USA,A1Z,Idaho,2017-12-06,Metropolis,USA,A1Z,Idaho,Metropolis,USA,A1Z,Idaho,True,23 to 30,True,47261.0,True,1993,email,Very High,704.6466292972285,0.3143982552353818,2017-07-29,Conserviti,1379,2018-01-03,2018-01-03,,1.0,High School,2018-01-03,Unemployed,3,Male,USA Idaho,USA Idaho,USA Idaho,True,TRUE,1379,Low priority,73306,True,,,128679,Married,Starting,,,,,,,,,,,,,,708.9149999999998,2363.0499999999997,0,1,,,,,Email,1003,,213.6258373036795,English,English,Trades person,Education Planning,134530,Very High,2018-01-03,67,dissatisfied,84211,56409,False,Active,2018-01-03,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,38,,
79.65479182898154,Metropolis,USA,K0K,Oklahoma,2016-04-29,Metropolis,USA,K0K,Oklahoma,Metropolis,USA,K0K,Oklahoma,True,65 and over,True,122770.0,True,1940,email,Very High,713.1887212921292,0.5278170941920214,2015-05-05,Aggressive,1380,2017-11-01,2017-11-01,,1.0,Professional,2017-11-01,Retired,1,Female,USA Oklahoma,USA Oklahoma,USA Oklahoma,True,FALSE,1380,Normal priority,143429,False,,,81651,Single,Spending,,,,,,,,,,,,,,1841.55,6138.5,0,0,,,,,In Person,1000,,317.7380035603451,English,English,Professor,Increase Net Worth,143854,Low,2017-11-01,67,very satisfied,85080,142953,True,Active,2017-11-01,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,71,,
67.75323346717364,Emerald City,USA,B1Z,Indiana,2016-12-14,Emerald City,USA,B1Z,Indiana,Emerald City,USA,B1Z,Indiana,True,30 to 40,True,93671.0,True,1978,email,Medium,744.987960515788,0.14180230476334404,2016-02-14,Moderate,1381,2017-08-03,2017-08-03,,1.0,College,2017-08-03,Employed,3,Male,USA Indiana,USA Indiana,USA Indiana,True,TRUE,1381,Low priority,46600,True,,,46330,Married,Accumulating,,,,,,,,,,,,,,1405.065,4683.55,0,1,,,,,Email,1010,,391.15732566341546,English,English,Accountant,Estate Planning,47796,Medium,2017-08-03,67,satisfied,46610,59009,False,Active,2017-08-03,,City,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
10.325923031986866,Springfield,USA,A1Z,Connecticut,2014-11-15,Springfield,USA,A1Z,Connecticut,Springfield,USA,A1Z,Connecticut,True,23 to 30,True,95470.0,True,1989,none,Medium,753.454304756963,0.3452635290055682,2015-05-09,Moderate,1382,2016-12-23,2016-12-23,,1.0,High School,2016-12-23,Unemployed,3,Male,USA Connecticut,USA Connecticut,USA Connecticut,True,TRUE,1382,Low priority,97823,False,,,64049,Married,Accumulating,,,,,,,,,,,,,,1432.05,4773.5,0,1,,,,,Email,1003,,181.41205533759052,English,English,Lawyer,Capital Acquisition,70559,Low,2016-12-23,67,neutral,127982,91392,True,Active,2016-12-23,,City,,,,,,,,,,,,,,,,,,,,,,,,,,28,,
12.0441541137019,Springfield,Canada,B1Z,MB,2016-04-08,Springfield,Canada,B1Z,MB,Springfield,Canada,B1Z,MB,True,30 to 40,True,114374.0,True,1979,mail,Low,789.3610303333265,0.6804566582984364,2017-09-01,Growth,1383,2018-02-03,2018-02-03,,1.0,College,2018-02-03,Employed,3,Male,Canada MB Manitoba,Canada MB Manitoba,Canada MB Manitoba,True,TRUE,1383,High priority,87926,True,,,143286,Married,Accumulating,,,,,,,,,,,,,,1715.61,5718.7,0,1,,,,,Email,1012,,392.0083797119769,English,English,Accountant,Estate Planning,51535,Low,2018-02-03,67,satisfied,134842,107890,False,Active,2018-02-03,,City,,,,,,,,,,,,,,,,,,,,,,,,,,40,,
5.010491040465564,Los Santos,Canada,Q4L,NL,2014-03-24,Los Santos,Canada,Q4L,NL,Los Santos,Canada,Q4L,NL,True,40 to 55,True,86821.0,True,1967,none,Medium,713.9342553902869,0.4692394553599791,2015-11-19,Growth,1384,2016-07-20,2016-07-20,,1.0,University,2016-07-20,Employed,4,Male,Canada NL Newfoundland and Labrador,Canada NL Newfoundland and Labrador,Canada NL Newfoundland and Labrador,True,TRUE,1384,High priority,57505,False,,,141608,Married,Accumulating,,,,,,,,,,,,,,1302.315,4341.05,0,2,,,,,Email,,1503,4.4278150359050965,English,English,Accountant,Estate Planning,122751,High,2016-07-20,67,satisfied,88068,47519,True,Active,2016-07-20,,City,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
11.795627489185168,Los Santos,USA,G1P,Tennessee,2017-06-13,Los Santos,USA,G1P,Tennessee,Los Santos,USA,G1P,Tennessee,True,40 to 55,True,95293.0,True,1975,none,Medium,799.5999236552607,0.3768540521756049,2017-03-05,Growth,1385,2018-09-05,2018-09-05,,1.0,College,2018-09-05,Employed,4,Male,USA Tennessee,USA Tennessee,USA Tennessee,True,TRUE,1385,High priority,106273,True,,,72330,Married,Accumulating,,,,,,,,,,,,,,1429.3949999999998,4764.65,0,2,,,,,Email,1012,,980.3570273674994,English,English,Physician,Capital Acquisition,57461,Medium,2018-09-05,67,satisfied,138043,78066,False,Active,2018-09-05,,City,,,,,,,,,,,,,,,,,,,,,,,,,,55,,
19.327231877301447,Riverdale,USA,P0J,Montana,2014-05-28,Riverdale,USA,P0J,Montana,Riverdale,USA,P0J,Montana,True,65 and over,True,127224.0,True,1950,email,Very High,697.9746523946709,0.6516453453961092,2015-01-03,Aggressive,1386,2016-01-31,2016-01-31,,1.0,PhD,2016-01-31,Homemaker,1,Female,USA Montana,USA Montana,USA Montana,True,FALSE,1386,Normal priority,117847,False,,,131957,Single,Spending,,,,,,,,,,,,,,1908.36,6361.2,0,0,,,,,In Person,1000,,909.4672458719921,English,English,Professor,Increase Net Worth,81588,Low,2016-01-31,67,very satisfied,81281,95249,True,Active,2016-01-31,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,43,,
76.8886156093934,Coruscant,USA,A1Z,New,2015-08-01,Coruscant,USA,A1Z,New,Coruscant,USA,A1Z,New,True,65 and over,True,49283.0,True,1995,mail,Very High,766.1094353361436,0.5880693746123458,2015-12-29,Conserviti,1387,2016-04-28,2016-04-28,,1.0,High School,2016-04-28,Unemployed,3,Male,USA New York,USA New York,USA New York,True,TRUE,1387,Low priority,104258,False,,,71909,Married,Starting,,,,,,,,,,,,,,739.245,2464.15,0,1,,,,,Email,1012,,442.396474913954,English,English,Trades person,Education Planning,94140,Very High,2016-04-28,67,dissatisfied,84924,82574,True,Active,2016-04-28,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
45.096446528453185,Springfield,USA,B1Z,Alaska,2016-03-06,Springfield,USA,B1Z,Alaska,Springfield,USA,B1Z,Alaska,True,30 to 40,True,72190.0,True,1978,email,High,688.846188664786,0.7022180040658751,2016-09-20,Moderate,1388,2017-06-12,2017-06-12,,1.0,College,2017-06-12,Employed,3,Male,USA Alaska,USA Alaska,USA Alaska,False,TRUE,1388,Low priority,71772,False,,,125529,Married,Accumulating,,,,,,,,,,,,,,1082.85,3609.5,0,1,,,,,Email,1009,,841.3888865364517,English,English,Physician,Capital Acquisition,54672,Low,2017-06-12,67,satisfied,98484,73623,False,Active,2017-06-12,,City,,,,,,,,,,,,,,,,,,,,,,,,,,69,,
96.66343577497172,Star City,USA,G1P,Hawaii,2016-10-01,Star City,USA,G1P,Hawaii,Star City,USA,G1P,Hawaii,True,40 to 55,True,78554.0,True,1975,phone,Medium,786.110203774085,0.1455512520037956,2017-01-26,Moderate,1389,2018-02-07,2018-02-07,,1.0,College,2018-02-07,Employed,4,Male,USA Hawaii,USA Hawaii,USA Hawaii,True,TRUE,1389,Low priority,124781,False,,,119701,Married,Accumulating,,,,,,,,,,,,,,1178.31,3927.7000000000003,0,2,,,,,Email,1009,,576.7134157846447,English,English,Physician,Capital Acquisition,53618,High,2018-02-07,67,satisfied,58163,92470,False,Active,2018-02-07,,City,,,,,,,,,,,,,,,,,,,,,,,,,,61,,
90.06393643745298,Central City,USA,B1Z,Oregon,2015-08-12,Central City,USA,B1Z,Oregon,Central City,USA,B1Z,Oregon,True,30 to 40,True,83413.0,True,1981,mail,Medium,651.0424072212235,0.6792721008455163,2015-07-16,Moderate,1390,2016-05-21,2016-05-21,,1.0,College,2016-05-21,Employed,3,Male,USA Oregon,USA Oregon,USA Oregon,True,TRUE,1390,Low priority,72343,True,,,139077,Married,Accumulating,,,,,,,,,,,,,,1251.195,4170.65,0,1,,,,,Email,1006,,194.53229164275854,English,English,Physician,Capital Acquisition,109504,Medium,2016-05-21,67,satisfied,133843,46395,False,Active,2016-05-21,,City,,,,,,,,,,,,,,,,,,,,,,,,,,46,,
35.25721934692065,Star City,USA,A1Z,Utah,2015-07-14,Star City,USA,A1Z,Utah,Star City,USA,A1Z,Utah,True,23 to 30,True,53381.0,True,1993,email,Very High,658.5446528381901,0.3223843004971637,2015-10-01,Conserviti,1391,2017-12-22,2017-12-22,,1.0,High School,2017-12-22,Unemployed,3,Male,USA Utah,USA Utah,USA Utah,True,TRUE,1391,Low priority,51801,False,,,75893,Married,Starting,,,,,,,,,,,,,,800.7149999999999,2669.0499999999997,0,1,,,,,Email,,1058,316.9079548685072,English,English,Trades person,Education Planning,98989,Very High,2017-12-22,67,neutral,96804,122908,False,Active,2017-12-22,,Rural,,,,,,,,,,,,,,,,,,,,,,,,,,46,,
42.95181681207063,Emerald City,Canada,P0J,ON,2015-10-26,Emerald City,Canada,P0J,ON,Emerald City,Canada,P0J,ON,True,65 and over,True,146555.0,True,1948,phone,Very Low,709.9610403998183,0.8203835169905069,2017-02-05,Growth,1392,2016-02-04,2016-02-04,,1.0,PhD,2018-02-03,Homemaker,2,Male,Canada ON Ontario,Canada ON Ontario,Canada ON Ontario,True,FALSE,1392,High priority,102867,False,,,96827,Married,Accumulating,,,,,,,,,,,,,,2198.325,7327.75,0,0,,,,,Other,1011,,687.8589147803801,English,English,Professor,Increase Net Worth,84864,Medium,2016-02-04,67,very satisfied,93301,121671,False,Inactive,2018-02-03,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
40.79980656355954,Star City,USA,P0J,North,2015-07-06,Star City,USA,P0J,North,Star City,USA,P0J,North,True,65 and over,True,117185.0,True,1950,none,Very Low,673.8229956522645,0.8907690103208266,2016-12-02,Growth,1393,2017-10-17,2017-10-17,,1.0,PhD,2017-10-17,Homemaker,1,Female,USA North Carolina,USA North Carolina,USA North Carolina,True,FALSE,1393,High priority,62049,True,,,78807,Single,Accumulating,,,,,,,,,,,,,,1757.7749999999999,5859.25,0,0,,,,,In Person,1008,,41.630722487262055,English,English,Professor,Increase Net Worth,72021,Very High,2017-10-17,67,very satisfied,50235,77078,False,Active,2017-10-17,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
44.12785065912162,Metropolis,USA,A1Z,Utah,2015-07-31,Metropolis,USA,A1Z,Utah,Metropolis,USA,A1Z,Utah,True,23 to 30,True,91221.0,True,1992,mail,High,687.5096967441941,0.18433096211246552,2014-08-20,Moderate,1394,2016-02-28,2016-02-28,,1.0,High School,2016-02-28,Unemployed,3,Male,USA Utah,USA Utah,USA Utah,True,TRUE,1394,Low priority,88167,False,,,126679,Married,Accumulating,,,,,,,,,,,,,,1368.315,4561.05,0,1,,,,,Email,,1824,464.31434630791694,English,English,Lawyer,Capital Acquisition,104172,High,2016-02-28,67,neutral,99885,55485,True,Active,2016-02-28,,City,,,,,,,,,,,,,,,,,,,,,,,,,,44,,
45.08000671431916,Castle Rock,USA,G1P,Iowa,2017-05-21,Castle Rock,USA,G1P,Iowa,Castle Rock,USA,G1P,Iowa,True,40 to 55,True,86596.0,True,1974,email,Medium,650.381243286848,0.5500234192982831,2015-10-06,Moderate,1395,2018-09-14,2018-09-14,,1.0,College,2018-09-14,Employed,4,Male,USA Iowa,USA Iowa,USA Iowa,True,TRUE,1395,High priority,49370,True,,,62860,Married,Accumulating,,,,,,,,,,,,,,1298.94,4329.8,0,2,,,,,Email,1010,,398.6811168959741,English,English,Accountant,Estate Planning,134831,Very High,2018-09-14,67,satisfied,104791,52532,False,Active,2018-09-14,,City,,,,,,,,,,,,,,,,,,,,,,,,,,41,,
17.796989531749833,Smallville,USA,Q4L,West,2015-04-21,Smallville,USA,Q4L,West,Smallville,USA,Q4L,West,True,40 to 55,True,111801.0,True,1964,phone,Low,671.2451858156106,0.5936966126847985,2015-04-22,Growth,1396,2017-12-22,2017-12-22,,1.0,University,2017-12-22,Employed,4,Male,USA West Virginia,USA West Virginia,USA West Virginia,True,TRUE,1396,High priority,132762,False,,,143483,Married,Accumulating,,,,,,,,,,,,,,1677.0149999999996,5590.049999999999,0,2,,,,,Teleconference,1013,,271.5196768742214,English,English,Data Scientist,Philanthropy,115985,Very Low,2017-12-22,67,satisfied,57954,59889,False,Active,2017-12-22,,City,,,,,,,,,,,,,,,,,,,,,,,,,,32,,
